Name ,lon,lat
Sunway Pyramid Convention Centre,101.6071378,3.0721932
Tapak Ekspo Seberang Jaya,100.4042285,5.4003407
TAPAK PESTA PULAU PINANG,100.3003605,5.3439362
Terengganu Trade Centre ( TTC),103.1292648,5.3120722
UITM Puncak Alam,101.447997,3.2011674
Universiti Kebangsaan Malaysia (UKM),101.7774194,2.930255
Universiti Malaya (UM),101.6538414,3.1209046
Universiti Teknologi MARA Shah Alam,101.5036726,3.069724
Wisma Belia,101.6882391,3.1262619
World Trade Centre KL (WTCKL),101.6915633,3.1687333
Xcape Resort Tahan,102.4060668,4.3812518
