Name,Address,Province,lon,lat
St. Denis Hawkesbury Pharmacy,K6A 1A5,Ontario,-74.6070448,45.6096316
Wal-Mart Pharmacy,K6A 3S5,Ontario,-74.6008509,45.5924671
Hollands Family Pharmacy,L9N 1M6,Ontario,-79.4926221,44.1030044
Huntsville's Hometown IDA Drug,P1H 2C9,Ontario,-79.2193567,45.3264777
Muskoka Medical Centre Pharmacy,P1H 1H8,Ontario,-79.2026686,45.3388386
Shoppers Drug Mart,P1H 1G4,Ontario,-79.2092424,45.330189
Wal-Mart Pharmacy,P1H 2P4,Ontario,-79.230143,45.3436073
Your Independent Grocer,P1H 2P7,Ontario,-79.2275397,45.3445472
Ilderton Medical Pharmacy,N0M 2A0,Ontario,-81.4059186,43.0645127
Ingersoll Pharmasave,N5C 1G3,Ontario,-80.8817942,43.0383055
Ingersoll Remedy's Rx,N5C 2K9,Ontario,-80.8938099,43.0301577
Shoppers Drug Mart,N5C 4B1,Ontario,-80.8870675,43.0427171
Ingleside Pharmasave,K0C 1M0,Ontario,-75.0606022,45.0142655
ALcona Pharmacy,L9S 4T9,Ontario,-79.5564805,44.3138413
Alcona 2 Pharmacy,L9S 4B7,Ontario,-79.5729869,44.3068729
Health Hub Pharmacy,L9S 2M6,Ontario,-79.6095008,44.2938308
Innisfil Drugstore,L9S 0N2,Ontario,-79.554093,44.313199
Rexall Pharma Plus,L9S 1A8,Ontario,-79.6194167,44.3273038
Sandycove Drug Store,L9S 4V2,Ontario,-79.5552512,44.3524899
Shoppers Drug Mart,L9S 4B2,Ontario,-79.5606952,44.3113029
Sobeys Pharmacy,L9S 2C3,Ontario,-79.5413764,44.3174237
Stroud Pharmacy,L9S 1L6,Ontario,-79.6217858,44.331544
Inverary Pharmasave,K0H 1X0,Ontario,-76.4624849,44.379471
Gilmer Pharmacy,K0E 1K0,Ontario,-75.3459387,44.8617177
Rx Drug Mart,P0K 1G0,Ontario,-80.8798705,48.821922
Eustace Pharmasave,L0E 1L0,Ontario,-79.2958491,44.3711031
Kakabeka Falls Pharmacy,P0T 1W0,Ontario,-89.7044957,48.4383795
Costco Pharmacy,K2V 1A5,Ontario,-75.9270232,45.2967455
Kanata Compounding Pharmacy,K2L 2N2,Ontario,-75.8961907,45.3129115
Kanata Mews Pharmacy,K2K 2E1,Ontario,-75.9083143,45.3352253
Kanata Pharmasave,K2L 3C8,Ontario,-75.8953903,45.3045867
Loblaw Pharmacy,K2T 1B6,Ontario,-75.916219,45.3103413
Metro Pharmacy,K2M 0N2,Ontario,-75.8569441,45.294218
Real Canadian Superstore,K2M 0A7,Ontario,-75.8668756,45.2832113
Rexall,K2W 0C9,Ontario,-75.9340637,45.3574586
Rexall,K2M 1C9,Ontario,-75.8769471,45.3012215
Rexall,K2K 1Y1,Ontario,-75.9049414,45.3381683
Shoppers Drug Mart,K2L 4B2,Ontario,-75.8806974,45.3016932
Shoppers Drug Mart,K2M 2G9,Ontario,-75.8670591,45.2844301
Shoppers Drug Mart,K2T 1H7,Ontario,-75.920251,45.3102489
Shoppers Drug Mart,K2K 1X7,Ontario,-75.9735205,45.3734711
Sobeys Pharmacy,K2K 1X7,Ontario,-75.9735205,45.3734711
Sobeys Pharmacy,K2L 4H4,Ontario,-75.8938406,45.2916099
Wal-Mart Pharmacy,K2T 1B6,Ontario,-75.916219,45.3103413
Wal-Mart Pharmacy,K2S 0T7,Ontario,-75.9051626,45.2521087
Loblaw Pharmacy,P5N 2E8,Ontario,-82.4177564,49.4194235
Rexall,P5N 3H6,Ontario,-82.4254652,49.4247212
Shoppers Drug Mart,P5N 2E9,Ontario,-82.4187361,49.4192883
Wal-Mart Pharmacy,P5N 2X7,Ontario,-82.4153093,49.3710551
Keene Drug Mart,K0L 2G0,Ontario,-78.1678439,44.2447345
Kemptville Drugmart,K0G 1J0,Ontario,-75.6080757,45.019232
Shoppers Drug Mart,K0G 1J0,Ontario,-75.6080757,45.019232
Somerville Family Pharmacy,K0G 1J0,Ontario,-75.6080757,45.019232
Wal-Mart Pharmacy,K0G 1J0,Ontario,-75.6080757,45.019232
Your Independent Grocer,K0G 1J0,Ontario,-75.6080757,45.019232
No Frills,P9N 1A1,Ontario,-94.4844185,49.7673261
Shoppers Drug Mart,P9N 1T4,Ontario,-94.4912575,49.7651408
The Medicine Shoppe Pharmacy,P9N 3P7,Ontario,-94.5237503,49.764838
Wal-Mart Pharmacy,P9N 4J1,Ontario,-94.4507829,49.829948
DrugSmart Pharmacy,L4P 0H3,Ontario,-79.4464239,44.2210064
Rexall,L4P 0A9,Ontario,-79.4494682,44.2346662
Shoppers Drug Mart,L4P 2C7,Ontario,-79.4637086,44.2162036
Wal-Mart Pharmacy,L4P 3E9,Ontario,-79.4310052,44.2339716
Zehrs Markets,L4P 3E9,Ontario,-79.4310052,44.2339716
Gordon Pharmasave,N2Z 2Z4,Ontario,-81.6348995,44.1797169
Mckechnie Pharmacy,N2Z 3C1,Ontario,-81.5784506,44.071368
Rexall,N2Z 2C6,Ontario,-81.6175508,44.1804567
Shoppers Drug Mart,N2Z 2G1,Ontario,-81.6220034,44.1799007
King City Guardian Drugs,L7B 0N1,Ontario,-79.5065339,43.9344025
Shoppers Drug Mart,L7B 1L5,Ontario,-79.5243373,43.9299303
Amherstview Drugs,K7N 1A6,Ontario,-76.6472963,44.218054
Barriefield Pharmasave,K7L 0C3,Ontario,-76.4612839,44.2527452
Bryan's Pharmacy,K7L 5H6,Ontario,-76.3660876,44.3026189
CATP Kingston,K7K 2N4,Ontario,-76.4860027,44.2533109
Clinic Pharmacy,K7L 2V7,Ontario,-76.4925303,44.2242069
Costco Pharmacy,K7P 3B7,Ontario,-76.5608693,44.2603827
Division Pharmacy,K7K 4B1,Ontario,-76.4957798,44.2425274
DrugSmart Pharmacy,K7L 2H8,Ontario,-76.4940104,44.229486
Food Basics Pharmacy,K7M 4X4,Ontario,-76.5464633,44.23854
FreshCo Pharmacy Princess,K7M 3G1,Ontario,-76.5508075,44.2574305
Frontenac Medical Pharmacy,K7L 1E9,Ontario,-76.5064498,44.2394337
Gardiner's Pharmasave,K7M 7W9,Ontario,-76.5553465,44.2343543
Loblaws,K7P 2X9,Ontario,-76.5727429,44.2603419
Loblaws,K7L 5G8,Ontario,-76.5182035,44.2424465
Lovell Drugs,K7L 3E2,Ontario,-76.4832401,44.2305976
Med+ Pharmacy,K7M 2X6,Ontario,-76.5251988,44.2402229
Medical Arts Pharmacy,K7L 5E4,Ontario,-76.5075704,44.2386934
Medical Tree,K7M 7E6,Ontario,-76.5691657,44.2526238
Milford Pharmacy,K7P 1C6,Ontario,-76.5805946,44.2483011
No Frills,K7K 0C3,Ontario,-76.5008697,44.2634098
No Frills,K7M 8X7,Ontario,-76.5980342,44.2385719
Peters Drugs PharmaChoice,K7M 2E5,Ontario,-76.5174718,44.2207499
Pharmacy Go - Kingston,K7M 7J3,Ontario,-76.5214046,44.2593081
Quarry Medical Pharmacy,K7L 1A7,Ontario,-76.483566,44.2315114
Rexall,K7K 3G8,Ontario,-76.4858121,44.2387789
Rexall,K7L 1H2,Ontario,-76.5162973,44.2416349
Rexall,K7M 8Y4,Ontario,-76.5539578,44.251245
Riverdale Pharmacy,K7L 0C4,Ontario,-76.451476,44.2703527
Shoppers Drug Mart,K7M 7H4,Ontario,-76.571958,44.2555817
Shoppers Drug Mart,K7K 5V6,Ontario,-76.4805177,44.2686977
Shoppers Drug Mart,K7P 2S7,Ontario,-76.5924597,44.251465
Shoppers Drug Mart,K7L 1H3,Ontario,-76.5165811,44.2466262
Shoppers Drug Mart,K7M 3G1,Ontario,-76.5508075,44.2574305
Shoppers Drug Mart,K7L 1A7,Ontario,-76.483566,44.2315114
Shoppers Drug Mart,K7L 1C3,Ontario,-76.4950145,44.2345628
Shoppers Drug Mart,K7M 4Y3,Ontario,-76.5842999,44.2369354
Shoppers Drug Mart,K7L 4V3,Ontario,-76.3844274,44.3282157
Shoppers Drug Mart,K7K 6X4,Ontario,-76.4967628,44.2659804
Wal-Mart Pharmacy,K7P 2X9,Ontario,-76.5727429,44.2603419
Weller Pharmacy,K7K 2V4,Ontario,-76.4958364,44.2619305
Kingsville IDA Pharmacy,N9Y 1A7,Ontario,-82.7242612,42.0375264
Main St. Pharmacy & Wellness Cnt,N9Y 1H2,Ontario,-82.7410358,42.0377437
Shoppers Drug Mart,N9Y 0C1,Ontario,-82.721479,42.038965
Zehrs Markets,N9Y 3S9,Ontario,-82.7257787,42.0387001
Kinmount Pharmacy,K0M 2A0,Ontario,-78.4959443,44.7743698
Kirkland Pharmacy,P2N 2E2,Ontario,-80.0357101,48.1505822
Loblaw Pharmacy,P2N 3R9,Ontario,-80.0433124,48.1471702
Apothecare Pharmacy,N2G 1N4,Ontario,-80.5121529,43.4551823
Belgage Pharmacy,N2M 5E2,Ontario,-80.514845,43.4478713
Benton Medical Pharmacy,N2G 3H1,Ontario,-80.4884409,43.4477548
Carpenter Guardian Pharmacy,N2B 1L3,Ontario,-80.4609857,43.4561978
Cook's Pharmacy,N2A 2L9,Ontario,-80.4343906,43.4269522
Cook's Pharmacy,N2C 0A5,Ontario,-80.4705439,43.4192392
Costco Pharmacy,N2P 2G4,Ontario,-80.3924819,43.4062492
Country Hills Pharmacy,N2E 2G7,Ontario,-80.4705439,43.4132665
Doon Mills Pharmacy,N2P 2L8,Ontario,-80.4262192,43.3834046
Drugstore Pharmacy,N2A 1H1,Ontario,-80.4457337,43.4503293
Faircare & CDE Pharmacy,N2A 1A7,Ontario,-80.4345645,43.4295044
Fairway Lackner Pharmacy,N2A 0A1,Ontario,-80.4147431,43.4424609
Fairway River Pharmacy,N2A 3X9,Ontario,-80.4278709,43.4339412
Food Basics Pharmacy,N2M 3C7,Ontario,-80.5127608,43.43725
Food Basics Pharmacy,N2C 1X4,Ontario,-80.4472547,43.4193751
Food Basics Pharmacy,N2A 1H3,Ontario,-80.4442996,43.4497238
Frederick Mall Pharmacy,N2H 2P2,Ontario,-80.4733243,43.4570832
Heritage Park Pharmacy,N2B 3R3,Ontario,-80.4411706,43.4607993
Huron Crossing Pharmasave,N2R 0L3,Ontario,-80.4906738,43.3814221
Huron Heights Pharmacy,N2R 0C9,Ontario,-80.4636231,43.3963012
Lancaster Wellness Pharmacy - Guardian,N2K 1L8,Ontario,-80.4847055,43.4758617
Main Drug Mart,N2C 2N9,Ontario,-80.4406491,43.4203129
Medicine Shoppe,N2M 3W4,Ontario,-80.4898308,43.4347375
Ottawa South Compounding Pharmacy,N2E 4E9,Ontario,-80.511545,43.4155006
Pharmasave,N2C 2H5,Ontario,-80.4606381,43.4224396
Pollock & Williams Pharmacy,N2H 4V4,Ontario,-80.4846186,43.4701122
Queens Pharmacy,N2G 4S4,Ontario,-80.4953902,43.4429635
Queens Pharmacy,N2M 5G3,Ontario,-80.5186659,43.4347572
Real Canadian Superstore,N2N 2Y2,Ontario,-80.52596,43.4308867
Rexall,N2M 1P2,Ontario,-80.5179712,43.4541009
Rexall,N2B 2A7,Ontario,-80.4686324,43.4595245
Rexall,N2M 5J8,Ontario,-80.5224867,43.4353742
Rexall,N2M 5G2,Ontario,-80.5101554,43.4392715
Rexall,N2A 3Z1,Ontario,-80.4302181,43.4564468
Riepert Pharmasave,N2M 3B5,Ontario,-80.5001675,43.4413479
Rockway Pharmacy,N2H 1H5,Ontario,-80.4608119,43.4381276
Shoppers Drug Mart,N2A 3Z3,Ontario,-80.4436043,43.4517543
Shoppers Drug Mart,N2A 1H1,Ontario,-80.4457337,43.4503293
Shoppers Drug Mart,N2G 1B6,Ontario,-80.4936529,43.451772
Shoppers Drug Mart,N2E 2M2,Ontario,-80.4797535,43.4138887
Shoppers Drug Mart,N2A 1C2,Ontario,-80.4434304,43.433086
Shoppers Drug Mart,N2E 4E2,Ontario,-80.5113713,43.4162327
Shoppers Drug Mart,N2M 5K2,Ontario,-80.514845,43.4353341
Shoppers Drug Mart,N2C 1X3,Ontario,-80.4496882,43.4204754
Shoppers Drug Mart,N2P 2A3,Ontario,-80.431609,43.3932697
Shoppers Drug Mart,N2N 0B2,Ontario,-80.5523521,43.4271105
Sobeys Pharmacy,N2N 0B2,Ontario,-80.5523521,43.4271105
Sobeys Pharmacy,N2M 3C5,Ontario,-80.5087659,43.4397526
Sobeys Pharmacy,N2E 4H9,Ontario,-80.50286,43.4061138
Strasburg Crossing Pharmasave,N2E 0A5,Ontario,-80.4886147,43.4219466
TRC Pharmacy Kitchener,N2G 2N3,Ontario,-80.4714128,43.4415537
Wal-Mart Pharmacy,N2A 1H2,Ontario,-80.4459944,43.450202
Wal-Mart Pharmacy,N2N 0B1,Ontario,-80.5602147,43.4353661
Wal-Mart Pharmacy,N2E 4E2,Ontario,-80.5113713,43.4162327
Wal-Mart Pharmacy,N2C 1X1,Ontario,-80.4410837,43.4307244
Williamsburg Pharmacy,N2E 4H9,Ontario,-80.50286,43.4061138
Zehrs Markets,N2A 2Y7,Ontario,-80.4146561,43.4234242
Zehrs Markets,N2E 1B6,Ontario,-80.4861823,43.4250277
Kleinburg Pharmacy,L0J 1C0,Ontario,-79.6670506,43.85075
Komoka Pharmacy,N0L 1R0,Ontario,-81.4051599,42.956999
Rexall,N9H 1S5,Ontario,-83.0619774,42.2477685
Rob's Whole Health Pharmacy,N9J 1X7,Ontario,-83.0633195,42.2466227
Shoppers Drug Mart,N9J 2C1,Ontario,-83.1017241,42.2276168
Shoppers Drug Mart,N9H 1S8,Ontario,-83.0604676,42.2429221
Windsor Crossing Pharmasave,N9H 2S4,Ontario,-83.0166672,42.238573
Zehrs Markets,N9H 1S4,Ontario,-83.0586222,42.2487923
Village Pharmacy,K0L 2H0,Ontario,-78.2259376,44.5309302
Sobeys Pharmacy Lakeshore,N9K 1C7,Ontario,-82.8485806,42.3054554
Lanark Medical Pharmacy,K0G 1K0,Ontario,-76.4837269,45.0614489
Central Drug Mart Pharmachoice,N8H 3C2,Ontario,-82.5986993,42.0393337
Oak Street East Pharmacy,N8H 4V4,Ontario,-82.5870427,42.045812
Real Canadian Superstore,N8H 3X5,Ontario,-82.5855222,42.0590977
Rexall,N8H 1N8,Ontario,-82.6172782,42.0519185
Shoppers Drug Mart,N8H 3C4,Ontario,-82.601402,42.0382772
Wal-Mart Pharmacy,N8H 3C5,Ontario,-82.5990372,42.0365856
Lefroy Pharmacy,L0L 1W0,Ontario,-79.5772008,44.256887
Pharmacie Limoges Guardian Pharmacy,K0A 2M0,Ontario,-75.2147836,45.3311572
Integrated Care Pharmacy,K9V 6K8,Ontario,-78.7639144,44.3435109
Kawartha Lakes Pharmacy,K9V 5B7,Ontario,-78.7539969,44.354204
Loblaw,K9V 6K2,Ontario,-78.7653312,44.350659
Pharma Plus,K9V 4Z1,Ontario,-78.7607268,44.3487419
R.X Drug Mart,K9V 2X9,Ontario,-78.7724144,44.3490264
Remedy's Rx On Kent,K9V 2Y4,Ontario,-78.7663937,44.3481368
Rexall Pharma Plus,K9V 6C5,Ontario,-78.7477093,44.3457693
Shoppers Drug Mart,K9V 2Y4,Ontario,-78.7663937,44.3481368
Shoppers Drug Mart,K9B 2Z7,Ontario,-85.323214,51.253775
Listowel Pharmacy,N4W 1M8,Ontario,-80.9536884,43.7324492
Listowel Remedy's Rx,N4W 3T1,Ontario,-80.9696656,43.730229
Shoppers Drug Mart,N4W 1K9,Ontario,-80.9517882,43.732892
Wal-Mart Pharmacy,N4W 3T1,Ontario,-80.9696656,43.730229
Little Britain Pharmacy,K0M 2C0,Ontario,-78.8042828,44.3095377
Little Current Guardian Pharmacy,P0P 1K0,Ontario,-81.9107714,46.0282767
Lively Pharmacy,P3Y 1M9,Ontario,-81.1393081,46.4346787
Loblaw Pharmacy,P3Y 1C3,Ontario,-81.1506258,46.4222452
Walden Family Drugstore,P3Y 1J1,Ontario,-81.1441776,46.4226514
Advanced Pharmacy,N6A 2C2,Ontario,-81.2571695,43.0043098
Bellwood Pharmacy,N5Y 5A1,Ontario,-81.2279595,43.003191
Byron Community Pharmacy,N6K 1E1,Ontario,-81.3361598,42.9600354
Chapmans Pharmacy,N5W 2Y8,Ontario,-81.2307137,42.9895324
Costco Pharmacy,N6E 2Z8,Ontario,-81.2119488,42.9182251
Costco Pharmacy,N6H 4L1,Ontario,-81.2938611,42.9890954
Coulter's Guardian Pharmacy,N5W 3E1,Ontario,-81.1862042,43.001703
Dini IDA Pharmacy,N6K 1M6,Ontario,-81.2914531,42.948178
FMC Pharmacy,N6G 5A9,Ontario,-81.3079632,43.0200222
Food Basics Pharmacy,N6J 1Y5,Ontario,-81.2902921,42.95439
Glenroy Pharmacy,N5Z 4H2,Ontario,-81.1938682,42.9538096
Grace Drug Store,N6H 5L5,Ontario,-81.3392539,42.998585
Hyde Park Care Pharmacy,N6H 5K6,Ontario,-81.3268767,42.9904057
IDA Richmond Medical Pharmacy,N6G 2M9,Ontario,-81.2811325,43.0227956
Knight Hill Pharmacy,N6J 3A1,Ontario,-81.2729611,42.9555921
Lambeth Drugs,N6P 1P9,Ontario,-81.2974729,42.9098352
Loblaw,N6L 1A6,Ontario,-81.277348,42.9347223
Loblaw Pharmacy,N5X 4E9,Ontario,-81.2825087,43.0277231
London Care Pharmacy,N6A 5R9,Ontario,-81.2564435,42.9949017
London Medical Pharmacy,N5W 3G4,Ontario,-81.1766447,43.0049577
London Medical Pharmacy,N5Y 5K7,Ontario,-81.2448274,43.0141349
London Medical Plex Pharmacy,N6G 5C2,Ontario,-81.312778,43.0203892
MedSave Pharmacy,N5W 2Z1,Ontario,-81.2300251,42.9888763
Medical Pharmacy,N6G 5A3,Ontario,-81.2998806,42.9948328
Medpoint Care Pharmacy,N6A 3N7,Ontario,-81.2455158,42.9831304
Metro Pharmacy,N6K 1C7,Ontario,-81.3292835,42.9607198
Metro Pharmacy,N6C 4P9,Ontario,-81.2315743,42.9604884
Metro Pharmacy,N5Y 2M9,Ontario,-81.2398363,43.0069686
N.K.S. Health,N6C 2R5,Ontario,-81.228648,42.9622246
No Frills,N6E 3W6,Ontario,-81.2288202,42.9427722
No Frills,N6G 5B3,Ontario,-81.3100268,43.0201795
No Frills,N6C 5Z8,Ontario,-81.2597989,42.9578279
North London Medical Pharmacy,N6G 0W7,Ontario,-81.3258381,43.0143296
Northland Pharmacy,N5Y 4V1,Ontario,-81.2178025,43.018536
Oxbury Pharmacy,N5Y 4W5,Ontario,-81.2109157,43.0065508
Pharmasave-Adelaide North Pharmacy,N5X 1K4,Ontario,-81.2536041,43.0339464
Phillbrook Pharmacy,N5X 4E8,Ontario,-81.2563574,43.0365682
Pond Mills Medical Pharmacy,N5Z 4W8,Ontario,-81.1980013,42.9622759
Real Canadian Superstore,N6H 1V9,Ontario,-81.3225786,42.9757497
Real Canadian Superstore,N5Y 3J8,Ontario,-81.2281316,43.0018475
Rexall,N5W 3B8,Ontario,-81.1957625,42.9981456
Rexall,N6A 1V7,Ontario,-81.2468926,42.9977118
Rexall,N5Y 0A9,Ontario,-81.2221065,43.0319767
Rexall,N6E 2V5,Ontario,-81.2372545,42.9417607
Rexall,N6H 0J1,Ontario,-81.296977,42.989576
Rexall,N5X 4E8,Ontario,-81.2563574,43.0365682
Rexall,N6H 5W9,Ontario,-81.3224067,42.9776977
Rexall,N6K 1C7,Ontario,-81.3292835,42.9607198
Riverbend Pharmacy,N6K 0J8,Ontario,-81.361218,42.9648122
Shoppers Drug Mart,N6E 1A2,Ontario,-81.2501624,42.9407901
Shoppers Drug Mart,N6E 4A4,Ontario,-81.2080747,42.9347593
Shoppers Drug Mart,N6J 1Y6,Ontario,-81.2899911,42.9538765
Shoppers Drug Mart,N6G 2V9,Ontario,-81.3048679,43.0056168
Shoppers Drug Mart,N6C 2T9,Ontario,-81.2315743,42.9568673
Shoppers Drug Mart,N6K 3X4,Ontario,-81.2825087,42.9396457
Shoppers Drug Mart,N5Y 2L7,Ontario,-81.2375987,42.9997114
Shoppers Drug Mart,N6H 1S6,Ontario,-81.2772189,42.9898966
Shoppers Drug Mart,N6J 2M8,Ontario,-81.2616916,42.9599345
Shoppers Drug Mart,N5W 5E1,Ontario,-81.1675146,42.9893263
Shoppers Drug Mart,N6E 1V4,Ontario,-81.225033,42.9319149
Shoppers Drug Mart,N6A 6E2,Ontario,-81.2506787,42.9844317
Shoppers Drug Mart,N6H 2N2,Ontario,-81.3002246,42.9658994
Shoppers Drug Mart,N6G 3Y9,Ontario,-81.2790682,43.0244461
Shoppers Drug Mart,N5V 2E3,Ontario,-81.213154,43.019534
Shoppers Drug Mart,N5Z 1S4,Ontario,-81.2156505,42.9806064
Shoppers Drug Mart,N5W 3C6,Ontario,-81.1888737,43.0006281
Shoppers Drug Mart,N6K 1C7,Ontario,-81.3292835,42.9607198
Shoppers Drug Mart,N5Y 2N5,Ontario,-81.2432785,43.0150709
Shoppers Drug Mart,N6G 5B3,Ontario,-81.3100268,43.0201795
Shoppers Drug Mart,N5Z 4L9,Ontario,-81.1971402,42.9614551
Shoppers Drug Mart,N6P 0B3,Ontario,-81.316217,42.9355761
Shoppers Simply Pharmacy,N6J 1G8,Ontario,-81.286637,42.9659177
Sobeys Pharmacy,N6H 0H9,Ontario,-81.293043,42.985518
Springbank Pharmacy,N6J 1G9,Ontario,-81.2813906,42.9687602
Synergy Remedy's Rx,N6H 5L7,Ontario,-81.3323779,43.000475
TMC Pharmacy,N6H 5L4,Ontario,-81.328252,42.9989549
The Medicine Shoppe Pharmacy,N6H 2C2,Ontario,-81.2647027,42.9932733
Wal-Mart Pharmacy,N5Y 1A8,Ontario,-81.2164252,43.0178271
Wal-Mart Pharmacy,N6E 1V4,Ontario,-81.225033,42.9319149
Wal-Mart Pharmacy,N6G 5B1,Ontario,-81.330315,43.0093641
Wal-Mart Pharmacy,N5W 6G4,Ontario,-81.1716491,43.0017069
Western On Campus Pharmacy,N6A 3K7,Ontario,-81.2634983,43.0085587
Yurek Pharmacy & Home Healthcare,N6C 4R3,Ontario,-81.2301973,42.9549508
Long Sault Pharmasave,K0C 1P0,Ontario,-74.8467934,45.0522978
Rexall,P0T 2A0,Ontario,-86.5350069,49.781503
Lucknow Pharmasave,N0G 2H0,Ontario,-81.5377013,43.9534018
Johnston's Pharmacy,K0K 2K0,Ontario,-77.4338702,44.7175773
Maidstone IDA,N0R 1K0,Ontario,-82.8425216,42.2296642
Mallorytown Pharmacy & Health,K0E 1R0,Ontario,-75.8951544,44.4787941
Wal-Mart Pharmacy,L4T 2T8,Ontario,-79.6400348,43.7207362
Manitouwadge Pharmacy,P0T 2C0,Ontario,-85.8292519,49.125056
Paul's Pharmasave,K4M 1B9,Ontario,-75.6769743,45.2338843
Rexall,K4M 1A3,Ontario,-75.6879583,45.2252785
Shoppers Drug Mart,K4M 1B2,Ontario,-75.674641,45.233943
DrugCare Pharmacy,L6A 2E8,Ontario,-79.5225805,43.8524194
Shoppers Drug Mart,L6A 3N9,Ontario,-79.5347016,43.8483678
Shoppers Drug Mart,L6A 3Y7,Ontario,-79.515553,43.8544289
Shoppers Drug Mart,L6A 4K5,Ontario,-79.4879649,43.8597034
Marathon Drug Associates,P0T 2E0,Ontario,-86.6058079,48.8906082
Markdale Pharmacy,N0C 1H0,Ontario,-80.6548882,44.3366816
Costco Pharmacy,L6G 1A6,Ontario,-79.3486679,43.8431577
Costco Pharmacy,L3S 0A9,Ontario,-79.2496962,43.8518306
Dales Pharmacy,L6B 1A1,Ontario,-79.2313697,43.8837428
Focus Drug Mart,L3R 6E1,Ontario,-79.3551543,43.8503741
Freshco Pharmacy,L3P 3J3,Ontario,-79.273304,43.9369753
Hillcroft Pharmacy,L3S 1R7,Ontario,-79.280526,43.8309734
Loblaw,L3P 1W2,Ontario,-79.2824636,43.8747148
Manhattan Guardian Pharmacy,L3P 7P4,Ontario,-79.2882759,43.8810199
Markham Healthplex Pharmacy,L3S 0A2,Ontario,-79.2539249,43.8557751
Morelli's Pharmacy,L6B 0P2,Ontario,-79.2303123,43.8674096
No Frills,L3S 3J9,Ontario,-79.2525154,43.8450104
No Frills,L3R 0B5,Ontario,-79.3320772,43.8561812
No Frills,L6E 0E6,Ontario,-79.2643196,43.8952784
Pharmagreen Pharmacy,L6E 1M4,Ontario,-79.2502248,43.9027928
Pharmasave 2 Care Pharmacy,L6B 0R1,Ontario,-79.2239676,43.8862851
Prorenata Pharmacy,L6C 0X7,Ontario,-79.352188,43.8783343
Rexall,L6B 0P2,Ontario,-79.2303123,43.8674096
Rexall Guardian Markhamack Pharmacy,L6E 0B7,Ontario,-79.2641435,43.9072095
Safa Pharmacy,L3P 1X2,Ontario,-79.2604438,43.874549
Shoppers Drug Mart,L3P 3B4,Ontario,-79.2407096,43.8779899
Shoppers Drug Mart,L3P 1A8,Ontario,-79.2666098,43.872329
Shoppers Drug Mart,L3R 4M9,Ontario,-79.2898611,43.8680341
Shoppers Drug Mart,L3R 6E4,Ontario,-79.3064152,43.8332711
Shoppers Drug Mart,L3S 3K5,Ontario,-79.2613247,43.8526377
Shoppers Drug Mart,L6C 1Y9,Ontario,-79.3616919,43.869484
Shoppers Drug Mart,L3R 8W3,Ontario,-79.3387226,43.8541116
Shoppers Drug Mart,L3R 5Y2,Ontario,-79.3264876,43.8218661
Shoppers Drug Mart,L6E 0H8,Ontario,-79.2673145,43.900725
Shoppers Drug Mart,L6C 0G6,Ontario,-79.3708428,43.8856934
Swan Lake Pharmacy,L6E 0K7,Ontario,-79.2502248,43.8957126
The Chemist Pharmacy,L3P 2Y2,Ontario,-79.2431766,43.8785193
Wal-Mart Pharmacy,L3R 4M9,Ontario,-79.2898611,43.8680341
Wal-Mart Pharmacy,L6B 0S1,Ontario,-79.2285499,43.8698987
Nickle's Pharmacy,K0K 2M0,Ontario,-77.6822753,44.5946795
Rexall,N4L 1R2,Ontario,-80.5922714,44.6075697
Merrickville Drug Mart,K0G 1N0,Ontario,-75.8400385,44.8872299
Metcalfe Pharmacy,K0A 2P0,Ontario,-75.4400097,45.2456672
Arcade And Jory Guardian Pharmacy,L4R 3M6,Ontario,-79.8851725,44.7491192
Midland Clinic IDA Pharmacy,L4R 4K3,Ontario,-79.872787,44.7253374
Midland Guardian Pharmacy,L4R 4K4,Ontario,-79.9053803,44.7071865
Real Canadian Superstore,L4R 4K4,Ontario,-79.9053803,44.7071865
Shoppers Drug Mart,L4R 4K4,Ontario,-79.9053803,44.7071865
Shoppers Simply Pharmacy,L4R 4P4,Ontario,-79.8869806,44.7501584
Wal-Mart Pharmacy,L4R 0A9,Ontario,-79.8822311,44.7273505
Stewart's Pharmacy,N0G 2J0,Ontario,-81.1416691,44.0367625
Holly Pharmacy,L9T 0R3,Ontario,-79.8562826,43.5416249
Main Street Centre Pharmacy,L9T 3Z3,Ontario,-79.8713337,43.5248158
Medicine Shoppe Pharmacy,L9T 4X5,Ontario,-79.8778959,43.5172896
Metro Pharmacy,L9T 0J9,Ontario,-79.8377276,43.5081197
Miltowne Pharmacy,L9T 3Z9,Ontario,-79.8711587,43.5094694
Origins Pharmacy Milton,L9T 9K1,Ontario,-79.8702552,43.4967518
Real Canadian Superstore,L9T 0J4,Ontario,-79.8667836,43.5264933
Rexall,L9T 7W1,Ontario,-79.8781584,43.4916307
Shoppers Drug Mart,L9T 1R3,Ontario,-79.8720337,43.5207111
Shoppers Drug Mart,L9T 0J9,Ontario,-79.8377276,43.5081197
Shoppers Drug Mart,L9T 7H5,Ontario,-79.8741336,43.4964838
Shoppers Drug Mart,L9T 1P1,Ontario,-79.882008,43.5146047
Sobeys Pharmacy,L9T 8X3,Ontario,-79.8583455,43.4889474
Total Health Pharmacy,L9T 2J4,Ontario,-79.8759509,43.499405
Wal-Mart Pharmacy,L9T 6R1,Ontario,-79.8681837,43.5420924
Highland Remedy's Rx,K0M 2K0,Ontario,-78.8053849,44.9560414
