Name,Address,Province,lon,lat
Shoppers Drug Mart,N3H 3R5,Ontario,-80.3465494,43.3895148
Townline Pharmacy,N3C 4N6,Ontario,-80.2871828,43.4213361
Wal-Mart Pharmacy,N1R 8A9,Ontario,-80.3092978,43.4117302
Zehrs Markets,N1R 7L7,Ontario,-80.3174807,43.3943608
Zehrs Markets,N1R 5S6,Ontario,-80.3045967,43.3170422
MacLaren Pharmacy,K0L 1L0,Ontario,-77.7680952,44.2862284
Rx Drug Mart,K0L 1L0,Ontario,-77.7680952,44.2862284
Trent Hills Pharmacy,K0L 1L0,Ontario,-77.7680952,44.2862284
Campbellville Pharmacy,L0P 1B0,Ontario,-80.0842224,43.5534243
Rexall,K0E 1E0,Ontario,-75.4250064,44.8198512
Carleton Place IDA Drug Mart,K7C 3S9,Ontario,-76.1391179,45.1347116
Loblaw Pharmacy,K7C 4S6,Ontario,-76.1214142,45.1341636
Shoppers Drug Mart,K7C 4S6,Ontario,-76.1214142,45.1341636
Shoppers Drug Mart,K7C 1J3,Ontario,-76.1328225,45.1434634
Wal-Mart Pharmacy,K7C 0A6,Ontario,-76.1255618,45.1361647
West Carlton Drug Mart,K0A 1L0,Ontario,-76.0570702,45.3144612
Pharmacie Jean Coutu Pharmacy,K0A 1M0,Ontario,-75.1011702,45.3256988
Pharmasave Casselman Pharmacy,K0A 1M0,Ontario,-75.1011702,45.3256988
Cayuga Pharmacy,N0A 1E0,Ontario,-79.8968798,42.9405927
Model Guardian Drug Store,P0M 1K0,Ontario,-83.3997609,47.840524
BMC Pharmacy,N7L 1V8,Ontario,-82.1885272,42.4098899
Chatham Centre Pharmacy,N7M 6A9,Ontario,-82.1832595,42.4047954
Chatham Family Pharmacy,N7M 2K5,Ontario,-82.1667741,42.3885446
Chatham Pharmasave,N7M 3H3,Ontario,-82.2036484,42.3896895
Food Basics Pharmacy,N7L 3K5,Ontario,-82.2029689,42.4165258
McNaughton Pharmacy,N7L 4Z7,Ontario,-82.2056021,42.4108259
Medical Place Pharmacy,N7L 5K5,Ontario,-82.190906,42.4066924
Real Canadian Superstore,N7L 0E9,Ontario,-82.2193784,42.4342678
Rexall,N7L 4K4,Ontario,-82.21469,42.4058704
Rexall,N7L 3K3,Ontario,-82.1987216,42.4145564
Richmond Pharmacy,N7M 1P1,Ontario,-82.1881874,42.3985642
Shoppers Drug Mart,N7M 2J2,Ontario,-82.1773966,42.3963754
Shoppers Drug Mart,N7L 3K5,Ontario,-82.2029689,42.4165258
Sobeys Pharmacy,N7M 1W3,Ontario,-82.1852987,42.3921036
Wal-Mart Pharmacy,N7L 0E9,Ontario,-82.2193784,42.4342678
Chelmsford IDA Pharmacy,P0M 1L0,Ontario,-81.204746,46.5451811
Chelmsford Pharmacy,P0M 1L0,Ontario,-81.204746,46.5451811
Loblaw Pharmacy,P0M 1L0,Ontario,-81.204746,46.5451811
Rexall,N0G 1L0,Ontario,-81.1416691,44.3381272
K and J Pharmacy,N0M 1L0,Ontario,-81.4937993,43.6080195
Pharmasave Michael's Pharmacy,N0M 1L0,Ontario,-81.4937993,43.6080195
Coby Pharmacy,K0M 1K0,Ontario,-78.768387,44.6891213
Cobourg Care Pharmacy,K9A 3A5,Ontario,-78.1813807,43.9653925
Pharmacy 101,K9A 3S2,Ontario,-78.1676658,43.9658681
Shoppers Drug Mart,K9A 3K2,Ontario,-78.1704267,43.9600581
Wal-Mart Pharmacy,K9A 5J7,Ontario,-78.1981212,43.9739013
York Super Pharmacy,K9A 3S4,Ontario,-78.1674877,43.967172
Wallace Drug Store,P0L 1C0,Ontario,-81.0249599,49.0625
Downey Pharmacy,K0K 1S0,Ontario,-77.8595963,44.034036
Loblaw,L9Y 3Z4,Ontario,-80.2453748,44.4842181
Metro Pharmacy,L9Y 4Y7,Ontario,-80.2385791,44.5007128
Rexall,L9Y 1C3,Ontario,-80.2173171,44.5032604
Shoppers Drug Mart,L9Y 1A5,Ontario,-80.2213259,44.5028762
Stuart Ellis Pharmacy,L9Y 2M1,Ontario,-80.2159227,44.4981782
Wal-Mart Pharmacy,L9Y 0A1,Ontario,-80.2403216,44.4988194
Coniston Pharmacy,P0M 1M0,Ontario,-83.4022629,47.7819134
Cookstown Pharmasave,L0L 1L0,Ontario,-79.7063317,44.1889146
CATP Cornwall,K6J 1G3,Ontario,-74.7300589,45.0183837
Drugstore Pharmacy,K6H 6R3,Ontario,-74.7339748,45.0301013
FreshCo Pharmacy,K6H 0A3,Ontario,-74.7236096,45.0324146
Fullerton Drugs,K6J 3P4,Ontario,-74.7286319,45.0172944
Fullerton Drugs,K6H 4M4,Ontario,-74.717557,45.0290526
Medical Arts Pharmacy,K6H 1B2,Ontario,-74.7143199,45.0183214
Pitt Street Pharmacy,K6J 3T7,Ontario,-74.7410011,45.0353848
Shoppers Drug Mart,K6H 6M2,Ontario,-74.7260367,45.0164928
Shoppers Drug Mart,K6H 2B8,Ontario,-74.7043403,45.0276935
Shoppers Drug Mart,K6J 4P8,Ontario,-74.7544641,45.0281236
Wal-Mart Pharmacy,K6J 0B3,Ontario,-74.7431822,45.0236035
Hogan Pharmacy,N0N 1G0,Ontario,-82.3994214,42.8934455
Shoppers Drug Mart,N0N 1G0,Ontario,-82.3994214,42.8934455
Cottam Pharmacy,N0R 1B0,Ontario,-82.723924,42.1337687
Courtice Medical Pharmacy,L1E 0E2,Ontario,-78.7977329,43.8913825
Courtice Pharmasave,L1E 3A2,Ontario,-78.7764871,43.9116758
Health Centre Pharmacy,L1E 3C3,Ontario,-78.807292,43.9073591
Shoppers Drug Mart,L1E 2J5,Ontario,-78.8104782,43.9070847
Townline Pharmacy,L1E 3B4,Ontario,-78.8115403,43.9071896
Cahoon's Pharmacy,K0J 1P0,Ontario,-77.48557,46.1008542
Deep River's Pharmacy,K0J 1P0,Ontario,-77.48557,46.1008542
Rx Drug Mart,K0J 1P0,Ontario,-77.48557,46.1008542
Delaware Pharmacy,N0L 1E0,Ontario,-81.4114142,42.9056344
Roulston's Pharmacy,N4B 1X9,Ontario,-80.499212,42.8563353
Shoppers Drug Mart,M3A 2J8,Ontario,-79.3256073,43.7453303
Shoppers Drug Mart,M3C 1T2,Ontario,-79.3347618,43.7136224
Shoppers Drug Mart,N0L 1G3,Ontario,-81.0395821,42.9760212
PharmaTrust Drug Mart,M3L 1Y8,Ontario,-79.511512,43.7391411
Rexall,M3N 2L3,Ontario,-79.5213507,43.7690633
Drayton Pharmacy,N0G 1P0,Ontario,-80.6881718,43.706786
Mactavish Pharmacy,N0P 1M0,Ontario,-82.1931149,42.6173389
Drumbo Pharmacy,N0J 1G0,Ontario,-80.5660657,43.2288276
Shoppers Drug Mart,P8N 1E6,Ontario,-92.8403808,49.7824208
Wal-Mart Pharmacy,P8N 2Z4,Ontario,-92.8354604,49.78446
Dundalk Village Pharmacy,N0C 1B0,Ontario,-80.3945879,44.169391
Pharmasave,L9H 1V1,Ontario,-79.9579152,43.2670447
Rexall,L9H 7T6,Ontario,-79.95809,43.2651151
Shoppers Drug Mart,L9H 1V3,Ontario,-79.9603627,43.267261
Shoppers Drug Mart,L9H 4H4,Ontario,-79.9428789,43.2591313
Wal-Mart Pharmacy,L9H 0C2,Ontario,-79.910655,43.31374
Hausers Pharmacy,N1A 1E9,Ontario,-79.6184515,42.9036085
Rexall,N1A 1J6,Ontario,-79.6184515,42.9030061
Rx Drug Mart,N0G 1R0,Ontario,-80.8162459,44.158755
Whole Health Durham Apothecary,N0G 1R0,Ontario,-80.8162459,44.158755
Dwight Market Pharmacy,P0A 1H0,Ontario,-78.9399539,45.3765309
Costco Pharmacy,L9N 0J3,Ontario,-79.4851968,44.0728786
I CARE Pharmacy Services,M4H 1H2,Ontario,-79.35122,43.7066534
Shoppers Drug Mart,M4G 3B5,Ontario,-79.37489,43.7058373
Conway's Pharmacy,K0J 1T0,Ontario,-77.1695542,45.5234269
Elgin Drugs,K0G 1E0,Ontario,-76.2426641,44.6065402
Drugstore Pharmacy,P5A 2S9,Ontario,-82.3742081,46.4937656
Elliot Lake Health Centre Pharmachoice,P5A 1N7,Ontario,-82.660189,46.3793482
Rexall,P5A 1Y9,Ontario,-82.6495979,46.3858292
Shoppers Drug Mart,P5A 1Y5,Ontario,-82.6450924,46.381995
Food Basics Pharmacy,N3B 2P2,Ontario,-80.5620733,43.5897994
Shoppers Drug Mart,N3B 1Z4,Ontario,-80.5568656,43.6006759
Whitfield Guardian,L0L 1P0,Ontario,-79.8904344,44.5703914
Elora Apothecary,N0B 1S0,Ontario,-80.4252797,43.687522
Shoppers Drug Mart,N0B 1S0,Ontario,-80.4252797,43.687522
Embrun Compounding Pharmacy,K0A 1W1,Ontario,-75.3003126,45.2729114
Embrun Remedy's Rx,K0A 1W0,Ontario,-75.2525835,45.2594569
Jean Coutu Pharmacie,K0A 1W0,Ontario,-75.2525835,45.2594569
Pharmacie Notre Dame Pharmacy,K0A 1W1,Ontario,-75.3003126,45.2729114
Shoppers Drug Mart,K0A 1W1,Ontario,-75.3003126,45.2729114
Rx Drug Mart,P0J 1H0,Ontario,-79.8635873,47.8310646
Rexall,N0B 1T0,Ontario,-80.0646682,43.7489209
Espanola Remedy's Rx,P5E 1J3,Ontario,-81.762812,46.2498917
Robinsons Pharmasave,P5E 1S6,Ontario,-81.7700571,46.2676234
The Drugstore Pharmacy,P5E 1S8,Ontario,-81.7635405,46.2500573
Brady's Drug Store,N8M 1B6,Ontario,-82.8149124,42.1659315
Shoppers Drug Mart,N8M 1A6,Ontario,-82.8200479,42.1735473
Akron Pharmacy,M8V 1B5,Ontario,-79.4873498,43.6177872
B. Well Pharmacy,M8Y 4G9,Ontario,-79.4898102,43.6241003
Clinicplus I.D.A. Pharmacy,M8Y 0C5,Ontario,-79.4886856,43.6376457
Community Choice Pharmacy-Rexdale,M9W 3A4,Ontario,-79.5724601,43.7191378
Costco Pharmacy,M8Z 1M1,Ontario,-79.507295,43.6225281
Danny's Wellness Pharmacy,M8Z 1R8,Ontario,-79.5239859,43.6218444
Fortinos,M9W 7J7,Ontario,-79.5961609,43.7217584
Glen Cade Pharmacy,M9C 1C6,Ontario,-79.5620122,43.6347736
Kipling & Queensway Pharmacy,M8Z 1S1,Ontario,-79.5248643,43.6199959
Lakeside Pharmacy,M8V 1C4,Ontario,-79.489283,43.6145524
Loblaw,M6S 2T3,Ontario,-79.4958732,43.6655316
Loblaws,M9B 6L5,Ontario,-79.5606952,43.6440748
Martin Grove Pharmacy,M9B 4K8,Ontario,-79.54928,43.6508868
No Frills,M8V 2V7,Ontario,-79.4976305,43.6125794
No Frills,M9V 1B4,Ontario,-79.5849257,43.7420558
NoFrills Pharmacy,M9P 2M4,Ontario,-79.5452405,43.6960357
One Eva Pharmacy,M9C 4Z5,Ontario,-79.5622756,43.6393238
Prince Edward Pharmacy,M8Y 3Z5,Ontario,-79.505494,43.6480683
Rexall,M9C 5N2,Ontario,-79.561222,43.6083532
Rexall,M9B 3Y8,Ontario,-79.5554268,43.6314221
Rexall,M9A 1B5,Ontario,-79.5285534,43.6495688
Shoppers Drug Mart,M8V 1J2,Ontario,-79.5035172,43.6013214
Shoppers Drug Mart,M9R 2Y8,Ontario,-79.5573586,43.693743
Shoppers Drug Mart,M9B 6H6,Ontario,-79.5564805,43.6751313
Shoppers Drug Mart,M9C 1B8,Ontario,-79.5568318,43.611364
Shoppers Drug Mart,M9R 1H5,Ontario,-79.5656121,43.6830882
Shoppers Drug Mart,M9C 2Z4,Ontario,-79.5770252,43.6415701
Shoppers Drug Mart,M9A 3T7,Ontario,-79.5192425,43.6616132
Shoppers Drug Mart,M9B 4S1,Ontario,-79.5517388,43.6425085
Shoppers Drug Mart,M8W 1N6,Ontario,-79.538566,43.5942383
Shoppers Drug Mart,M9B 1A8,Ontario,-79.5380391,43.6403556
Shoppers Drug Mart,M8X 1C2,Ontario,-79.5107213,43.6476988
Shoppers Drug Mart,M8Y 1H6,Ontario,-79.4819893,43.6296824
Shoppers Drug Mart,M9V 1B4,Ontario,-79.5849257,43.7420558
Shoppers Drug Mart,M8V 1A4,Ontario,-79.4826923,43.6226243
Shoppers Drug Mart,M9V 1A5,Ontario,-79.5592903,43.7352565
Shoppers Drug Mart,M9W 1P1,Ontario,-79.5596415,43.708921
Shoppers Simply Pharmacy,M9V 5G5,Ontario,-79.5855402,43.7402612
Sobeys Pharmacy,M8Y 1H6,Ontario,-79.4819893,43.6296824
Unicare Pharmacy,M8V 3X8,Ontario,-79.5179248,43.5981989
Wal-Mart Pharmacy,M9C 1A7,Ontario,-79.5554268,43.617173
Everett Pharmacy,L0M 1J0,Ontario,-79.9528451,44.1922286
Exeter Guardian Pharmacy,N0M 1S3,Ontario,-81.4773294,43.3630148
Your Independent Grocer,N0M 1S3,Ontario,-81.4773294,43.3630148
Fenelon Falls Pharmacy,K0M 1N0,Ontario,-78.6747023,44.5674266
Macarthur Drugs,K0M 1N0,Ontario,-78.6747023,44.5674266
Centre Wellington Remedy's Rx,N1M 2W3,Ontario,-80.4048306,43.6974745
Fergus Pharmacy & Compounding,N1M 1E7,Ontario,-80.3737378,43.7136573
Shoppers Drug Mart,N1M 2R3,Ontario,-80.3696928,43.6983616
St. Andrew Pharmacy,N1M 1N5,Ontario,-80.3777827,43.7050584
Tower Street Pharmacy,N1M 2R2,Ontario,-80.3693448,43.6962539
Trailside Pharmacy,N1M 2W3,Ontario,-80.4048306,43.6974745
Wal-Mart Pharmacy,N1M 2L1,Ontario,-80.3886551,43.7119892
Zehrs Markets,N1M 2R3,Ontario,-80.3696928,43.6983616
Boggio Fonthill Pharmacy IDA,L0S 1E0,Ontario,-79.2803499,43.0824327
Family Health Pharmacy Pelham,L0S 1E6,Ontario,-79.2507534,43.078434
Pelham Hills Pharmacy,L0S 1E0,Ontario,-79.2803499,43.0824327
Shoppers Drug Mart,L0S 1E0,Ontario,-79.2803499,43.0824327
Forest Pharmacy,N0N 1J0,Ontario,-81.9943847,43.0856459
Crescent Park Pharmacy,L2A 1P1,Ontario,-78.9615253,42.9045535
Drug Store Pharmacy,L2A 6A8,Ontario,-78.9436736,42.9149949
Garrison Road Remedy's Rx,L2A 6E2,Ontario,-78.9376634,42.9044854
Rexall,L2A 1M7,Ontario,-78.9242275,42.9049791
Shoppers Drug Mart,L2A 1N1,Ontario,-78.9305921,42.9062016
Wal-Mart Pharmacy,L2A 1N7,Ontario,-78.9465019,42.9044445
Pharmasave Fort Frances,P9A 1G6,Ontario,-93.3998166,48.6102925
Safeway Pharmacy,P9A 1H3,Ontario,-93.3900869,48.609904
Shoppers Drug Mart,P9A 1H1,Ontario,-93.3951267,48.6098036
Wal-Mart Pharmacy,P9A 2X6,Ontario,-93.437772,48.6102648
Madill's IDA Pharmacy,K0K 2C0,Ontario,-77.6192447,44.2233056
Pharmasave Gananoque,K7G 1G5,Ontario,-76.1598495,44.3316365
Shoppers Drug Mart,K7G 1H4,Ontario,-76.1479615,44.3373377
Nickel Centre Pharmacy,P3L 1P5,Ontario,-80.8748871,46.5486412
Freshco Pharmacy,L7G 4B3,Ontario,-79.887782,43.6508365
Georgetown Pharmacy,L7G 2C5,Ontario,-79.9268344,43.6492979
Medtrust Pharmacy Pharmasave,L7G 4B1,Ontario,-79.899329,43.6491923
Metro Pharmacy,L7G 5X3,Ontario,-79.8762335,43.6310995
Mountainview Guardian Pharmacy,L7G 0L5,Ontario,-79.876933,43.629451
Real Canadian Superstore,L7G 4A1,Ontario,-79.9077258,43.6511267
Shoppers Drug Mart,L7G 6E8,Ontario,-79.8788583,43.63267
Shoppers Drug Mart,L7G 4B3,Ontario,-79.887782,43.6508365
Wal-Mart Pharmacy,L7G 4B1,Ontario,-79.899329,43.6491923
Young's Pharmacy And Homecare,L7G 3G2,Ontario,-79.9264409,43.6502651
Rexall,P0T 1M0,Ontario,-86.9515349,49.727343
Bridle Path Pharmacy,K1T 2C4,Ontario,-75.6456613,45.3485688
Costco Pharmacy,K1J 1A5,Ontario,-75.6033973,45.4351251
No Frills,K1C 1L2,Ontario,-75.5245427,45.4767769
Pharma Land,K1J 6N3,Ontario,-75.6094579,45.4456577
Rexall,K1J 6M7,Ontario,-75.5902402,45.4485945
Rexall,K1J 9L3,Ontario,-75.6106767,45.4323076
Shoppers Drug Mart,K1J 7N9,Ontario,-75.6020077,45.4370476
Shoppers Drug Mart,K1J 8M6,Ontario,-75.5982626,45.4521766
Shoppers Drug Mart,K1B 4Z5,Ontario,-75.5637316,45.431453
South Ottawa Pharmacy,K1T 1N8,Ontario,-75.6243026,45.3442615
Wal-Mart Pharmacy,K1J 9L3,Ontario,-75.6106767,45.4323076
Whole Health Pharmacy Ogilvie,K1J 7R1,Ontario,-75.6215578,45.4316771
Your Independent Grocer,K1V 2G2,Ontario,-75.6973627,45.2695102
Your Independent Grocer,K1C 7E2,Ontario,-75.5245723,45.460709
Pharma Plus,N7A 3K3,Ontario,-81.7087761,43.7415957
Pharmasave Michael's Pharmacy,N7A 2R2,Ontario,-81.7050129,43.7493482
Wal-Mart Pharmacy,N7A 3X8,Ontario,-81.6747295,43.6833362
Zehrs Markets,N7A 3X8,Ontario,-81.6747295,43.6833362
Golden Lake Pharmasave,K0J 1X0,Ontario,-77.2950785,45.6335644
Central Pharmacy,P0P 1H0,Ontario,-82.3900591,45.9176387
Robertson's Drug Store,P0P 1H0,Ontario,-82.3900591,45.9176387
Grafton Healthcare Pharmacy,K0K 2G0,Ontario,-78.0081221,44.0405156
Shoppers Drug Mart,N0M 1T0,Ontario,-81.7239979,43.3092681
Grand Valley Drug Store,L9W 5S8,Ontario,-80.3150167,43.8983666
Drugstore Pharmacy,P1P 1H3,Ontario,-79.3723338,44.9220801
Gravenhurst IDA Pharmacy,P1P 1X2,Ontario,-79.3742599,44.919955
Shoppers Drug Mart,P1P 1J8,Ontario,-79.3725605,44.9160729
Sobey's Pharmacy,P1P 1K8,Ontario,-79.3687963,44.904988
Orchardview Pharmacy,L3M 1P2,Ontario,-79.5452405,43.1895488
Real Canadian Superstore,L3M 4E8,Ontario,-79.6042899,43.209622
Shoppers Drug Mart,L3M 1P1,Ontario,-79.5464699,43.1883145
Shoppers Drug Mart,L3M 3S2,Ontario,-79.567807,43.1967896
Campus Drugmart IDA,N1G 3A2,Ontario,-80.2227202,43.5252364
Chancellors Way Pharmacy,N1G 0E9,Ontario,-80.23419,43.523741
Costco Pharmacy,N1K 0B6,Ontario,-80.2850929,43.5231394
Food Basics Pharmacy,N1H 8E8,Ontario,-80.286312,43.5427513
Gordon Pharmasave Pharmacy,N1G 1X3,Ontario,-80.2395375,43.5374777
Guelph Discount Pharmacy,N1H 1G7,Ontario,-80.276036,43.5717892
Kortright Pharmacy,N1G 3W8,Ontario,-80.23126,43.5085443
Life Care Pharmacy,N1E 5G6,Ontario,-80.23126,43.5579783
Loblaw Pharmacy,N1H 3T2,Ontario,-80.2805646,43.542111
Metro Pharmacy,N1G 4Z1,Ontario,-80.2345711,43.5214899
Prime Care Pharmacy Arboretum,N1G 5J5,Ontario,-80.219888,43.5301674
Rexall,N1H 6S4,Ontario,-80.277952,43.5387608
Rexall,N1H 7T8,Ontario,-80.2491645,43.546083
Rexall,N1E 2M7,Ontario,-80.2485111,43.5584184
Rexall,N1H 7G5,Ontario,-80.2694169,43.5584246
Royal City Pharmacy,N1H 4H6,Ontario,-80.2431096,43.5402411
Shoppers Drug Mart,N1G 2X6,Ontario,-80.2526927,43.5069582
Shoppers Drug Mart,N1G 3P4,Ontario,-80.2389276,43.5145659
Shoppers Drug Mart,N1E 2N1,Ontario,-80.2483369,43.5606358
Shoppers Drug Mart,N1H 7B4,Ontario,-80.2798679,43.538478
Shoppers Drug Mart,N1L 0A6,Ontario,-80.1909937,43.5001591
Speedvale Pharmacy & Compounding Centre,N1E 1N5,Ontario,-80.2566999,43.5673056
Top Health Apothecary,N1E 7M5,Ontario,-80.220193,43.5667732
University Square Pharmacy,N1G 4W3,Ontario,-80.2136567,43.5202863
Wal-Mart Pharmacy,N1G 5L4,Ontario,-80.2324799,43.5225016
Wal-Mart Pharmacy,N1H 1G8,Ontario,-80.2906659,43.5664928
Westminster Square Remedy's Rx,N1L 0B7,Ontario,-80.1871578,43.5025096
Westmount Pharmacy Remedy's Rx,N1H 5J1,Ontario,-80.2688943,43.5498956
Willow Pharmacy,N1H 1W3,Ontario,-80.2735975,43.5444925
Woodlawn Pharmacy,N1E 1B9,Ontario,-80.260881,43.5774841
Wyndham Pharmasave,N1H 4E4,Ontario,-80.2483369,43.5457515
Zehrs Markets,N1L 0G6,Ontario,-80.1896399,43.499977
Zehrs Markets,N1E 2M7,Ontario,-80.2485111,43.5584184
Zehrs Markets,N1K 1X6,Ontario,-80.2899693,43.5241519
Zehrs Markets,N1G 4W2,Ontario,-80.2192344,43.5136173
Hauser's Pharmasave,N0A 1H0,Ontario,-80.0646682,42.9842777
Smallman Pharmacy,P0J 1K0,Ontario,-79.6746167,47.4611099
Haliburton Highland Pharmacy,K0M 1S0,Ontario,-78.4186296,45.1757587
Rexall,K0M 1S0,Ontario,-78.4186296,45.1757587
Shoppers Drug Mart,K0M 1S0,Ontario,-78.4186296,45.1757587
Your Independent Grocer,K0M 1S0,Ontario,-78.4186296,45.1757587
Axis Health Care Plus Pharmacy,L8L 3E2,Ontario,-79.8175929,43.2521609
Axis Health Care Plus Pharmacy,L9C 4L2,Ontario,-79.9016032,43.2324213
Barton Medical Pharmacy,L8L 2X4,Ontario,-79.8526944,43.2610618
Cancer Centre Pharmacy,L8V 5C2,Ontario,-79.8470056,43.2401286
City Centre IDA Pharmacy,L8R 2K3,Ontario,-79.8690587,43.2585577
First Place Pharmacy,L8N 3Y3,Ontario,-79.8589079,43.2531634
Food Basics Pharmacy,L8E 4A2,Ontario,-79.7585629,43.235332
Food Basics Pharmacy,L9C 3A1,Ontario,-79.8804332,43.2294898
Fortinos,L8E 2P2,Ontario,-79.7659219,43.2309069
Fortinos,L8P 4W3,Ontario,-79.8895317,43.2608304
Fortinos,L8S 1E6,Ontario,-79.9287144,43.2565299
Gage Pharmacy,L8V 5B7,Ontario,-79.8461303,43.2126546
Gordon's Pharmacy (IDA),L8K 1E2,Ontario,-79.8048968,43.2394253
HD Pharmacy,L8N 1M4,Ontario,-79.8669586,43.252984
Hamilton General Drugstore,L8L 2X2,Ontario,-79.8545323,43.2618992
Hauser's Pharmacy,L9A 4V9,Ontario,-79.8657336,43.2168008
Limeridge Medical Pharmacy,L9A 5H4,Ontario,-79.8623208,43.2218117
Loblaw Pharmacy,L8V 1B8,Ontario,-79.8477933,43.2398249
Lopresti Pharmacy,L8V 1C8,Ontario,-79.843242,43.2385201
Marchese Pharmacy,L8L 1H2,Ontario,-79.8652086,43.2644977
McKnight Pharmacy,L8N 1K4,Ontario,-79.8518192,43.2505104
McMaster Drugstore,L8N 3Z5,Ontario,-79.892506,43.2573546
Medical Arts Pharmacy,L8P 3A3,Ontario,-79.8708962,43.2516144
Metro Pharmacy,L8H 2V2,Ontario,-79.8139156,43.2516816
North End Farmacia,L8R 2G2,Ontario,-79.8665211,43.2633432
Parkdale Pharmasave,L8H 2J9,Ontario,-79.7865939,43.2432431
People's Pharmachoice,L9B 1T7,Ontario,-79.892506,43.2019627
Pharma Center,L8M 1H9,Ontario,-79.8484059,43.2501306
Pharmasave,L8S 4K1,Ontario,-79.9185706,43.2589222
Prisms Pharmasave,L8P 3A4,Ontario,-79.870765,43.2520141
Rexall,L8P 4L6,Ontario,-79.8928559,43.2516996
Rexall,L8H 5X5,Ontario,-79.788871,43.242999
Rexall,L8V 3L7,Ontario,-79.846568,43.2331297
Rexall,L8N 1K1,Ontario,-79.8519068,43.2513412
Rexall,L8K 1G4,Ontario,-79.7982417,43.2355353
Rexall,L8P 1A1,Ontario,-79.8694087,43.257392
Rexall,L8W 3X1,Ontario,-79.8713337,43.1975308
Rexall,L9C 1X6,Ontario,-79.9098249,43.2333015
Rexall,L8W 3L5,Ontario,-79.835977,43.2036598
Rexall,L8T 1S2,Ontario,-79.8280985,43.2255646
Rexall,L9B 2N1,Ontario,-79.9190953,43.2184032
Rexall Dell Pharmacy,L9C 2Z9,Ontario,-79.8809581,43.2311833
Rosedale Pharmacy,L8K 2A3,Ontario,-79.8029704,43.2287756
Rymal Gage Pharmacy,L8W 3M2,Ontario,-79.8517317,43.1927857
Sherman IDA Pharmacy,L8W 1B5,Ontario,-79.8622333,43.1955208
Shoppers Drug Mart,L8T 1R1,Ontario,-79.8370274,43.2280104
Shoppers Drug Mart,L8P 1C2,Ontario,-79.8865572,43.2622114
Shoppers Drug Mart,L9A 2H6,Ontario,-79.8715087,43.2258501
Shoppers Drug Mart,L8P 4S1,Ontario,-79.8775459,43.2569952
Shoppers Drug Mart,L8S 1K9,Ontario,-79.9041398,43.2623539
Shoppers Drug Mart,L8M 1L2,Ontario,-79.8393907,43.2479031
Shoppers Drug Mart,L8T 2R8,Ontario,-79.8316001,43.2159969
Shoppers Drug Mart,L0R 1C0,Ontario,-79.7960523,43.1143414
Shoppers Drug Mart,L9B 0H7,Ontario,-79.8910545,43.2031581
Shoppers Drug Mart,L8K 6N5,Ontario,-79.7958772,43.2163871
Shoppers Drug Mart,L8H 2V4,Ontario,-79.8093625,43.2515724
Shoppers Drug Mart,L8K 1W1,Ontario,-79.8059476,43.2314377
Shoppers Drug Mart,L9A 1C4,Ontario,-79.8547073,43.2414153
Shoppers Drug Mart,L8W 1C4,Ontario,-79.8615333,43.1984543
Shoppers Drug Mart,L9C 5R8,Ontario,-79.8778084,43.2356929
Shoppers Drug Mart,L9C 6C2,Ontario,-79.9229431,43.2331183
Shoppers Drug Mart,L8S 1C6,Ontario,-79.9187455,43.2575911
Shoppers Drug Mart,L9C 4L7,Ontario,-79.9068512,43.2212095
Shoppers Drug Mart,L8L 0A9,Ontario,-79.8568076,43.2577638
Shoppers Drug Mart,L8E 2P2,Ontario,-79.7659219,43.2309069
Shoppers Drug Mart,L0R 1P0,Ontario,-79.7512033,43.1486952
Stonechurch Pharmacy,L8W 3K7,Ontario,-79.8648585,43.2057906
Sutherland's Pharmacy Limited,L8P 4V1,Ontario,-79.8715962,43.2515271
TRC Pharmacy Hamilton John St.,L8R 1G9,Ontario,-79.8659961,43.2562647
Wal-Mart Pharmacy,L0R 1P0,Ontario,-79.7512033,43.1486952
Wal-Mart Pharmacy,L8H 2V2,Ontario,-79.8139156,43.2516816
Wal-Mart Pharmacy,L9C 2Z5,Ontario,-79.8778084,43.236591
Wal-Mart Pharmacy,L8V 4L7,Ontario,-79.8524319,43.2222015
Westmount Medical Pharmacy,L9B 2N9,Ontario,-79.9243422,43.2095833
Loblaw Pharmacy,P3P 1Z3,Ontario,-80.8951959,46.42864
Shoppers Drug Mart,P3P 1B9,Ontario,-80.9918417,46.6560751
Valley Plaza Pharmacy Pharmasave,P3P 1J6,Ontario,-85.323214,51.253775
Hanover Pharmasave,N4N 2G9,Ontario,-81.0288828,44.1420383
Loblaw Pharmacy,N4N 1S3,Ontario,-81.00748,44.1562493
Rexall,N4N 1P4,Ontario,-81.0261215,44.153011
Shoppers Drug Mart,N4N 1S4,Ontario,-81.0062289,44.155376
Wal-Mart Pharmacy,N4N 3B8,Ontario,-80.9097127,44.1599552
Shoppers Drug Mart,N0R 1G0,Ontario,-82.8855961,42.0356487
Harrowsmith Pharmacy,K0H 1V0,Ontario,-76.6657359,44.3946565
Johnstons Pharmacy,K0L 1Y0,Ontario,-78.0081221,44.3026403
Havelock Pharmacy,K0L 1Z0,Ontario,-77.8667907,44.5584341
Drugstore Pharmacy,K6A 3S5,Ontario,-74.6008509,45.5924671
Pharmacie Jean Coutu,K6A 1A3,Ontario,-74.6118748,45.6090877
Shoppers Drug Mart,K6A 2Y3,Ontario,-74.6120079,45.5976271
